lean_name,spec_theorem,function,verified,date_proven,commit_hash,commit_message
curve25519_dalek.backend.serial.u64.field.FieldElement51.MINUS_ONE,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/MINUS_ONE.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::MINUS_ONE,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.ONE,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/ONE.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::ONE,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.ZERO,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/ZERO.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::ZERO,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.as_bytes,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/AsBytes.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::as_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.from_limbs,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/FromLimbs.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::from_limbs,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.negate,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Negate.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::negate,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.reduce,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Reduce.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::reduce,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.square,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Square.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::square,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.FieldElement51.square2,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/Square2.lean,curve25519_dalek::backend::serial::u64::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::square2,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.ConditionallySelectableFieldElement51.conditional_assign,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/ConditionalAssign.lean,curve25519_dalek::backend::serial::u64::field::{subtle::ConditionallySelectable for curve25519_dalek::backend::serial::u64::field::FieldElement51}::conditional_assign,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.field.ConditionallySelectableFieldElement51.conditional_select,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/ConditionalSelect.lean,curve25519_dalek::backend::serial::u64::field::{subtle::ConditionallySelectable for curve25519_dalek::backend::serial::u64::field::FieldElement51}::conditional_select,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.ZERO,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Zero.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::ZERO,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.add,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Add.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::add,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.as_montgomery,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/AsMontgomery.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::as_montgomery,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.conditional_add_l,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/ConditionalAddL.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::conditional_add_l,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.from_montgomery,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/FromMontgomery.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::from_montgomery,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.montgomery_mul,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/MontgomeryMul.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::montgomery_mul,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.montgomery_square,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/MontgomerySquare.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::montgomery_square,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.mul_internal,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/MulInternal.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::mul_internal,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.square_internal,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/SquareInternal.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::square_internal,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.backend.serial.u64.scalar.Scalar52.sub,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Sub.lean,curve25519_dalek::backend::serial::u64::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::sub,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.CompressedEdwardsY.as_bytes,Curve25519Dalek/Specs/Edwards/CompressedEdwardsY/AsBytes.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::CompressedEdwardsY}::as_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.EdwardsPoint.as_projective,Curve25519Dalek/Specs/Edwards/EdwardsPoint/AsProjective.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::as_projective,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.EdwardsPoint.as_projective_niels,Curve25519Dalek/Specs/Edwards/EdwardsPoint/AsProjectiveNiels.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::as_projective_niels,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.EdwardsPoint.mul_by_cofactor,Curve25519Dalek/Specs/Edwards/EdwardsPoint/MulByCofactor.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::mul_by_cofactor,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.EdwardsPoint.to_affine,Curve25519Dalek/Specs/Edwards/EdwardsPoint/ToAffine.lean,curve25519_dalek::edwards::{curve25519_dalek::edwards::EdwardsPoint}::to_affine,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.IdentityEdwardsPoint.identity,Curve25519Dalek/Specs/Edwards/EdwardsPoint/Identity.lean,curve25519_dalek::edwards::{curve25519_dalek::traits::Identity for curve25519_dalek::edwards::EdwardsPoint}::identity,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.edwards.ConstantTimeEqEdwardsPoint.ct_eq,Curve25519Dalek/Specs/Edwards/EdwardsPoint/CtEq.lean,curve25519_dalek::edwards::{subtle::ConstantTimeEq for curve25519_dalek::edwards::EdwardsPoint}::ct_eq,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.field.FieldElement51.invsqrt,Curve25519Dalek/Specs/Field/FieldElement51/InvSqrt.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::invsqrt,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.field.FieldElement51.is_negative,Curve25519Dalek/Specs/Field/FieldElement51/IsNegative.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::is_negative,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.field.FieldElement51.is_zero,Curve25519Dalek/Specs/Field/FieldElement51/IsZero.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::is_zero,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.field.ConstantTimeEqFieldElement51.ct_eq,Curve25519Dalek/Specs/Backend/Serial/U64/Field/FieldElement51/CtEq.lean,curve25519_dalek::field::{subtle::ConstantTimeEq for curve25519_dalek::backend::serial::u64::field::FieldElement51}::ct_eq,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.ristretto.CompressedRistretto.as_bytes,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/AsBytes.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::CompressedRistretto}::as_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.ristretto.CompressedRistretto.to_bytes,Curve25519Dalek/Specs/Ristretto/CompressedRistretto/ToBytes.lean,curve25519_dalek::ristretto::{curve25519_dalek::ristretto::CompressedRistretto}::to_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar52.invert,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Invert.lean,curve25519_dalek::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::invert,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar52.montgomery_invert,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/MontgomeryInvert.lean,curve25519_dalek::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::montgomery_invert,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar52.pack,Curve25519Dalek/Specs/Backend/Serial/U64/Scalar/Scalar52/Pack.lean,curve25519_dalek::scalar::{curve25519_dalek::backend::serial::u64::scalar::Scalar52}::pack,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.ONE,Curve25519Dalek/Specs/Scalar/Scalar/One.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::ONE,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.ZERO,Curve25519Dalek/Specs/Scalar/Scalar/Zero.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::ZERO,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.as_bytes,Curve25519Dalek/Specs/Scalar/Scalar/AsBytes.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::as_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.from_bytes_mod_order,Curve25519Dalek/Specs/Scalar/Scalar/FromBytesModOrder.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::from_bytes_mod_order,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.from_bytes_mod_order_wide,Curve25519Dalek/Specs/Scalar/Scalar/FromBytesModOrderWide.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::from_bytes_mod_order_wide,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.from_canonical_bytes,Curve25519Dalek/Specs/Scalar/Scalar/FromCanonicalBytes.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::from_canonical_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.invert,Curve25519Dalek/Specs/Scalar/Scalar/Invert.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::invert,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.is_canonical,Curve25519Dalek/Specs/Scalar/Scalar/IsCanonical.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::is_canonical,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.reduce,Curve25519Dalek/Specs/Scalar/Scalar/Reduce.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::reduce,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.to_bytes,Curve25519Dalek/Specs/Scalar/Scalar/ToBytes.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::to_bytes,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.Scalar.unpack,Curve25519Dalek/Specs/Scalar/Scalar/Unpack.lean,curve25519_dalek::scalar::{curve25519_dalek::scalar::Scalar}::unpack,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.scalar.ConstantTimeEqScalar.ct_eq,Curve25519Dalek/Specs/Scalar/Scalar/CtEq.lean,curve25519_dalek::scalar::{subtle::ConstantTimeEq for curve25519_dalek::scalar::Scalar}::ct_eq,verified,2026-01-13,6ef280e8bea083e7efb115870f97aa8ac0887361,Update utility scripts and site (#365)
curve25519_dalek.field.FieldElement51.sqrt_ratio_i,Curve25519Dalek/Specs/Field/FieldElement51/SqrtRatioi.lean,curve25519_dalek::field::{curve25519_dalek::backend::serial::u64::field::FieldElement51}::sqrt_ratio_i,verified,2026-01-19,a7ca79fbb2e99ae1a5d9e936f167ba050af98ae7,Verify SqrtRatioi (#381)
curve25519_dalek.backend.serial.curve_models.EqAffineNielsPoint.assert_receiver_is_total_eq,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/AssertReceiverIsTotalEq.lean,curve25519_dalek::backend::serial::curve_models::{core::cmp::Eq for curve25519_dalek::backend::serial::curve_models::AffineNielsPoint}::assert_receiver_is_total_eq,verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.PartialEqAffineNielsPointAffineNielsPoint.eq,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/Eq.lean,curve25519_dalek::backend::serial::curve_models::{core::cmp::PartialEq<curve25519_dalek::backend::serial::curve_models::AffineNielsPoint> for curve25519_dalek::backend::serial::curve_models::AffineNielsPoint}::eq,verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.AddShared0EdwardsPointSharedAAffineNielsPointCompletedPoint.add,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/Add.lean,"curve25519_dalek::backend::serial::curve_models::{core::ops::arith::Add<&'a (curve25519_dalek::backend::serial::curve_models::AffineNielsPoint), curve25519_dalek::backend::serial::curve_models::CompletedPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::add",verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.NegShared0AffineNielsPointAffineNielsPoint.neg,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/Neg.lean,curve25519_dalek::backend::serial::curve_models::{core::ops::arith::Neg<curve25519_dalek::backend::serial::curve_models::AffineNielsPoint> for &0 (curve25519_dalek::backend::serial::curve_models::AffineNielsPoint)}::neg,verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.NegShared0ProjectiveNielsPointProjectiveNielsPoint.neg,Curve25519Dalek/Specs/Backend/Serial/CurveModels/ProjectiveNielsPoint/Neg.lean,curve25519_dalek::backend::serial::curve_models::{core::ops::arith::Neg<curve25519_dalek::backend::serial::curve_models::ProjectiveNielsPoint> for &0 (curve25519_dalek::backend::serial::curve_models::ProjectiveNielsPoint)}::neg,verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.SubShared0EdwardsPointSharedAAffineNielsPointCompletedPoint.sub,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/Sub.lean,"curve25519_dalek::backend::serial::curve_models::{core::ops::arith::Sub<&'a (curve25519_dalek::backend::serial::curve_models::AffineNielsPoint), curve25519_dalek::backend::serial::curve_models::CompletedPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::sub",verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.SubShared0EdwardsPointSharedAProjectiveNielsPointCompletedPoint.sub,Curve25519Dalek/Specs/Backend/Serial/CurveModels/ProjectiveNielsPoint/Sub.lean,"curve25519_dalek::backend::serial::curve_models::{core::ops::arith::Sub<&'a (curve25519_dalek::backend::serial::curve_models::ProjectiveNielsPoint), curve25519_dalek::backend::serial::curve_models::CompletedPoint> for &1 (curve25519_dalek::edwards::EdwardsPoint)}::sub",verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.backend.serial.curve_models.ConditionallySelectableProjectiveNielsPoint.conditional_select,Curve25519Dalek/Specs/Backend/Serial/CurveModels/ProjectiveNielsPoint/ConditionalSelect.lean,curve25519_dalek::backend::serial::curve_models::{subtle::ConditionallySelectable for curve25519_dalek::backend::serial::curve_models::ProjectiveNielsPoint}::conditional_select,verified,2026-01-21,40795f605d8b9a79af741366a8f284755cb2619d,Verify many functions in curve_models (#406)
curve25519_dalek.montgomery.IdentityMontgomeryPoint.identity,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/Identity.lean,curve25519_dalek::montgomery::{curve25519_dalek::traits::Identity for curve25519_dalek::montgomery::MontgomeryPoint}::identity,verified,2026-01-27,b5806c47303de76bcba53b44fd1c908f63fe0d49,Proof for Identity.lean (#422)
curve25519_dalek.backend.serial.curve_models.IdentityAffineNielsPoint.identity,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/Identity.lean,curve25519_dalek::backend::serial::curve_models::{curve25519_dalek::traits::Identity for curve25519_dalek::backend::serial::curve_models::AffineNielsPoint}::identity,verified,2026-01-30,b8e3068fbc542527c33b14bdb5b6b3f428469bea,identity (#456)
curve25519_dalek.backend.serial.curve_models.IdentityProjectiveNielsPoint.identity,Curve25519Dalek/Specs/Backend/Serial/CurveModels/ProjectiveNielsPoint/Identity.lean,curve25519_dalek::backend::serial::curve_models::{curve25519_dalek::traits::Identity for curve25519_dalek::backend::serial::curve_models::ProjectiveNielsPoint}::identity,verified,2026-01-30,b8e3068fbc542527c33b14bdb5b6b3f428469bea,identity (#456)
curve25519_dalek.backend.serial.curve_models.IdentityProjectivePoint.identity,Curve25519Dalek/Specs/Backend/Serial/CurveModels/ProjectivePoint/Identity.lean,curve25519_dalek::backend::serial::curve_models::{curve25519_dalek::traits::Identity for curve25519_dalek::backend::serial::curve_models::ProjectivePoint}::identity,verified,2026-01-30,b8e3068fbc542527c33b14bdb5b6b3f428469bea,identity (#456)
curve25519_dalek.montgomery.PartialEqMontgomeryPointMontgomeryPoint.eq,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/Eq.lean,curve25519_dalek::montgomery::{core::cmp::PartialEq<curve25519_dalek::montgomery::MontgomeryPoint> for curve25519_dalek::montgomery::MontgomeryPoint}::eq,verified,2026-01-30,a5547c92d53c38abb6b17c9c57397117e5498134,Specify and verify Montgomery functions (#453)
curve25519_dalek.montgomery.MulShared1ScalarShared0MontgomeryPointMontgomeryPoint.mul,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/Mul.lean,"curve25519_dalek::montgomery::{core::ops::arith::Mul<&0 (curve25519_dalek::montgomery::MontgomeryPoint), curve25519_dalek::montgomery::MontgomeryPoint> for &1 (curve25519_dalek::scalar::Scalar)}::mul",verified,2026-01-30,a5547c92d53c38abb6b17c9c57397117e5498134,Specify and verify Montgomery functions (#453)
curve25519_dalek.montgomery.MulAssignMontgomeryPointShared0Scalar.mul_assign,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/MulAssign.lean,curve25519_dalek::montgomery::{core::ops::arith::MulAssign<&0 (curve25519_dalek::scalar::Scalar)> for curve25519_dalek::montgomery::MontgomeryPoint}::mul_assign,verified,2026-01-30,a5547c92d53c38abb6b17c9c57397117e5498134,Specify and verify Montgomery functions (#453)
curve25519_dalek.montgomery.ConstantTimeEqMontgomeryPoint.ct_eq,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/CtEq.lean,curve25519_dalek::montgomery::{subtle::ConstantTimeEq for curve25519_dalek::montgomery::MontgomeryPoint}::ct_eq,verified,2026-01-30,a5547c92d53c38abb6b17c9c57397117e5498134,Specify and verify Montgomery functions (#453)
curve25519_dalek.montgomery.IdentityProjectivePoint.identity,Curve25519Dalek/Specs/Montgomery/ProjectivePoint/Identity.lean,curve25519_dalek::montgomery::{curve25519_dalek::traits::Identity for curve25519_dalek::montgomery::ProjectivePoint}::identity,verified,2026-01-31,388e93bfee9a4aa982edaf02e44bdf2ee5dea83a,Montgomery::ProjectivePoint::identity (#475)
curve25519_dalek.backend.serial.curve_models.ConditionallySelectableAffineNielsPoint.conditional_select,Curve25519Dalek/Specs/Backend/Serial/CurveModels/AffineNielsPoint/ConditionalSelect.lean,curve25519_dalek::backend::serial::curve_models::{subtle::ConditionallySelectable for curve25519_dalek::backend::serial::curve_models::AffineNielsPoint}::conditional_select,verified,2026-02-02,b45bf3b97e41f9184dcf48c987e8be21436d3c0e,completed MONTGOMERY_A_NEG MONTGOMERY_A AffineNielsPoint::ConditionalSelect (#484)
curve25519_dalek.backend.serial.u64.constants.MONTGOMERY_A,Curve25519Dalek/Specs/Backend/Serial/U64/Constants/MONTGOMERY_A.lean,curve25519_dalek::backend::serial::u64::constants::MONTGOMERY_A,verified,2026-02-02,b45bf3b97e41f9184dcf48c987e8be21436d3c0e,completed MONTGOMERY_A_NEG MONTGOMERY_A AffineNielsPoint::ConditionalSelect (#484)
curve25519_dalek.backend.serial.u64.constants.MONTGOMERY_A_NEG,Curve25519Dalek/Specs/Backend/Serial/U64/Constants/MONTGOMERY_A_NEG.lean,curve25519_dalek::backend::serial::u64::constants::MONTGOMERY_A_NEG,verified,2026-02-02,b45bf3b97e41f9184dcf48c987e8be21436d3c0e,completed MONTGOMERY_A_NEG MONTGOMERY_A AffineNielsPoint::ConditionalSelect (#484)
curve25519_dalek.montgomery.ConditionallySelectableMontgomeryPoint.conditional_select,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/ConditionalSelect.lean,curve25519_dalek::montgomery::{subtle::ConditionallySelectable for curve25519_dalek::montgomery::MontgomeryPoint}::conditional_select,verified,2026-02-03,f5c478d7d4e0f304c943eb3d56c46686bc1e850f,Verify montgomery::conditional_select (#485)
curve25519_dalek.constants.RISTRETTO_BASEPOINT_POINT,Curve25519Dalek/Specs/Constants/RISTRETTO_BASEPOINT_POINT.lean,curve25519_dalek::constants::RISTRETTO_BASEPOINT_POINT,verified,2026-02-04,397bb4bb7979c3d243d61db701fbdcabdacc6bee,Additional spec files and specs for Ristretto (#397)
curve25519_dalek.montgomery.MontgomeryPoint.as_bytes,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/AsBytes.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::as_bytes,verified,2026-02-04,eae4adc2f2719f43206fd9d9179a7f0d799c0bad,As/to bytes & conditional select (#491)
curve25519_dalek.montgomery.MontgomeryPoint.to_bytes,Curve25519Dalek/Specs/Montgomery/MontgomeryPoint/ToBytes.lean,curve25519_dalek::montgomery::{curve25519_dalek::montgomery::MontgomeryPoint}::to_bytes,verified,2026-02-04,eae4adc2f2719f43206fd9d9179a7f0d799c0bad,As/to bytes & conditional select (#491)
curve25519_dalek.montgomery.ConditionallySelectableProjectivePoint.conditional_select,Curve25519Dalek/Specs/Montgomery/ProjectivePoint/ConditionalSelect.lean,curve25519_dalek::montgomery::{subtle::ConditionallySelectable for curve25519_dalek::montgomery::ProjectivePoint}::conditional_select,verified,2026-02-04,eae4adc2f2719f43206fd9d9179a7f0d799c0bad,As/to bytes & conditional select (#491)
